NOMREG;NOMDEP;VILLE;NOM DU MUSEE;ADR;CP;ANNREOUV;FERME;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;;;;;;;;;;
cx;wx;qs;za;re;ds;df;NON;ds;ez;ds
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;SAINT-REMY-DE-PROVENCE;Musee Estrine;HOtel Estrine 8, rue Estrine;13210;;OUI;www.ateliermuseal.net;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;SAINT-REMY-DE-PROVENCE Cedex;Musee des Alpilles;1, Place Favier;13538;;NON;www.musees.mediterannee.org;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;SAINTES-MARIES-DE-LA-MER;Musee Baroncelli;Rue Victor-Hugo;13460;;OUI;http://www.saintesmaries.com/fr/accueil/village/le-musee.html;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;SALON-DE-PROVENCE;Musee de Salon et de la Crau;Château de l'Emperi 1, Montee du Puech;13300;;NON;http://www.visitsalondeprovence.com/fr/quatre_musees.php#guidemusees;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;SALON-DE-PROVENCE;Musee de l'Emperi de Salon et de la Crau;Montee du Puech;13300;;NON;Site de la ville www.salon-de-provence.org - www.visitsalondeprovence.com/fr;;
PROVENCE-ALPES-COTE D'AZUR;HAUTES-ALPES;AIGUILLES;Musee du Vieux Queyras;;5470;;OUI;http://museum.cg05.fr/3939-musee-du-vieux-queyras.htm;;
PROVENCE-ALPES-COTE D'AZUR;HAUTES-ALPES;GAP;Musee Departemental des Hautes-Alpes;6, Avenue Marechal Foch;5000;;NON;http://museum.cg05.fr ou site du conseil general;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;VAR;AIGUINES;Musee des tourneurs;Rue Haute;83630;;OUI;;;
PROVENCE-ALPES-COTE D'AZUR;VAR;BORMES-LES-MIMOSAS;Musee des Arts et d’Histoire;103, Rue Carnot;83230;;NON;;;
PROVENCE-ALPES-COTE D'AZUR;VAR;BRIGNOLES;Musee du Pays Brignolais;Place du Palais des Comtes de Provence;83170;;OUI;www.museebrignolais.com;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;VAR;DRAGUIGNAN;Musee Municipal de Draguignan;9, Rue de la Republique;83300;;NON;Site de la ville - www.ville-draguignan.fr;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;VAR;DRAGUIGNAN;Musee de la Societe d’Etudes Scientifiques et Acheologiques;21, allees d'Azemar;83300;;OUI;;;
PROVENCE-ALPES-COTE D'AZUR;VAR;DRAGUIGNAN;Musee des A.T.P. de Moyenne Provence;Communaute d'Agglomeration Dracenoise 15, Rue Roumanille;83300;;NON;www.dracenie.com rubrique musees;;
PROVENCE-ALPES-COTE D'AZUR;VAR;DRAGUIGNAN Cedex;Musee de l'Artillerie;Quartier Bonaparte D. 59 B.P. 400 Avenue de la Grande Armee - D 59;83007;;NON;http://musee-artillerie.chez-alice.fr;;
PROVENCE-ALPES-COTE D'AZUR;VAR;FREJUS;Musee Archeologique Municipal;Salle du Vieux Frejus Place Calvini;83600;;NON;www.frejus.fr/Musee_Archeologique__155.html;;
PROVENCE-ALPES-COTE D'AZUR;VAR;FREJUS Cedex;Musee des Troupes de Marine;B.P. 94;83608;;NON;www.ville-frejus.fr/hermes/culture/musee.htm;;
PROVENCE-ALPES-COTE D'AZUR;VAR;HYERES Cedex;Musee du site d'Olbia;3204 Route de l'Almanarre;83400;;NON;Site de la ville : http://www.ville-hyeres.fr/;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;VAR;LE POUVEREL LA GARDE;Musee Jean Aicard;Villa les Lauriers Roses 705, Avenue du 8 Mai 1945;83130;;NON;Site de la ville de Toulon;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;VAR;SAINT-RAPHAËL;Musee Archeologique;Parvis de la Vieille Eglise;83700;;NON;www.musee-saintraphael.com;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;VAR;SAINT-TROPEZ;Musee de l'Annonciade;Quai Saint-Raphaël Place Georges Grammont;83990;;NON;www.saint-tropez.tv/html/annonciade.html;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;VAR;SOLLIES-VILLE;Musee du Vetement Provençal (Jean Aicard);Rue Jules Ferry;83210;;NON;www.solliesville.fr;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;VAR;TOULON;Musee National de la Marine de Toulon;Place Monsenergue Quai de Norfolk;83000;;NON;www.musee-marine.fr/site/fr/toulon_presentation;;
PROVENCE-ALPES-COTE D'AZUR;VAR;TOULON;Musee d'Art;113, Boulevard du Marechal Leclerc;83000;;NON;Site de la ville;;
PROVENCE-ALPES-COTE D'AZUR;VAR;TOULON;Museum d'Histoire Naturelle de Toulon et du Var;737 Chemin du Jonquet;83200;;NON;www.museum-toulon.org;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;APT;Musee Municipal d'Archeologie;14, Place du Postel;84400;;OUI;Site OT de la ville;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;AVIGNON;Musee du Petit Palais;Place du Palais des Papes;84000;;NON;www.petit-palais.org;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;AVIGNON;Musee Calvet (et musee Lapidaire);65, Rue Joseph Vernet;84000;;NON;www.musee-calvet.org & www.musee-lapidaire.org;24/12,25/12,11/11;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;AVIGNON;Museum d'Histoire Naturelle Esprit Requien;67, Rue Joseph Vernet;84000;;NON;www.museum-avignon.org;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;CARPENTRAS;Musee Sobirats;112, Rue du College;84200;;NON;Site de la ville;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;CARPENTRAS;Musee Comtadin-Duplessis;234, Boulevard Albin-Durand;84200;;NON;Site de la ville;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;CARPENTRAS;Musee Lapidaire et Archeologie;Rue des Saintes Maries;84200;;OUI;;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;CAVAILLON;Musee Jouve;52, Place Castil-Blaze;84300;;OUI;www.cavaillon.org;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;CAVAILLON;Musee de l'HOtel Dieu;Porte d'Avignon;84300;;NON;www.cavaillon.org;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;CAVAILLON;Synagogue Musee Juif Comtadin;Rue Hebraïque;84300;;NON;www.cavaillon.org;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;CUCURON;Musee Marc Deydier;Rue de l'Eglise;84160;;NON;http://www.cucuron-luberon.com/musee-marc-deydier/;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;FONTAINE-DE-VAUCLUSE;Musee Jean Garcin 39-45 : L'appel de la Liberte;Chemin du Gouffre;84800;;NON;www.vaucluse.fr;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;FONTAINE-DE-VAUCLUSE;Musee-Bibliotheque François Petrarque;Rive gauche de la Sorgue;84800;;NON;www.vaucluse.fr/pages/page/num/519/lan/1;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;LOUMARIN - CADENET;Musee Philippe de Girard;Hotel de ville;84160;;OUI;;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;MAZAN;Musee Municipal Camille Pautet;27, Rue St-Nazaire;84380;;NON;Sie de la ville : http://www.mazan.fr;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;ORANGE;Musee Municipal;HOtel de Ville;84390;;NON;Site de la ville - www.mairie-sault-84.fr;11/11,01/12-01/04;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;VAISON-LA-ROMAINE;Musee Archeologique Theo Desplans;HOtel de Ville Cours Taulignan;84110;;NON;Site de la ville - www.vaison-la-romaine.com;;
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;VALREAS;Musee du Cartonnage et de l'Imprimerie;3, Avenue du Marechal Foch;84600;;NON;www.vaucluse.fr/pages/page/num/1037/lan/1;;
REUNION;REUNION;PITON-SAINT-LEU;Museum Agricole et Industriel Stella Matutina;6,Allee des Flamboyants;97424;;OUI;www.stellamatutina.fr;01/01,01/04,25/12;
REUNION;REUNION;SAINT-DENIS;Musee Departemental de la Reunion - Musee Leon Dierx;28, rue de Paris;97400;;NON;www.cg974.fr;;
REUNION;REUNION;SAINT-DENIS DE LA REUNION;Museum d'Histoire Naturelle;1, rue Poivre;97400;;NON;http//www.cg974.fr/museum;;
REUNION;REUNION;SAINT-GILLES-LES-HAUTS;Musee Historique de Villele;Domaine Panon-Desbassayns-Villele B.P. N° 2;97435;;NON;Site internet du Conseil general - http//www.cg974.fr;11/11,01/12-01/04;
REUNION;REUNION;SAINT-LOUIS;Musee des Arts Decoratifs de l’Ocean indien (MADOI);17 A, Chemin Rouge;97450;;NON;http://www.madoi.re/;;
RHONE-ALPES;AIN;BOURG-EN-BRESSE;Musee Departemental des Pays De l'Ain;34, rue du General Delestraint;1000;;NON;www.musees.ain.fr;;
RHONE-ALPES;AIN;BOURG-EN-BRESSE;Musee du Brou;Monastere Royal de Brou 63, Boulevard de Brou;1000;;NON;http://brou.munuments-nationaux.fr;;
RHONE-ALPES;AIN;BRIORD;Musee de la Societe d'Histoire et d'Archeologie;Mairie;1470;;NON;;01/11-01/04;
RHONE-ALPES;AIN;IZERNORE;Musee Archeologique;Place de l'Eglise;1580;;NON;www.archeologie-izernore.com;;
RHONE-ALPES;AIN;LOCHIEU;Musee Departemental du Bugey-Valmorey;Maison Renaissance;1260;;NON;www.musees.ain.fr;11/11,01/12-01/04;
RHONE-ALPES;AIN;NANTUA;Musee d'Histoire de la Resistance et de la Deportation de L'Ain et du Haut Jura;3, Montee de l'Abbaye;1130;;NON;www.musees.ain.fr;;
RHONE-ALPES;AIN;OYONNAX;Musee du Peigne et de la Plasturgie;Centre Culturel Aragon Place Georges Pompidou;1100;;NON;Site de la ville : www.ville-oyonnax.fr/culture/museepeigneetplast.php;24/12,25/12,11/11;
RHONE-ALPES;AIN;PEROUGES;Musee du Vieux Perouges;Place du Tilleul;1800;;NON;www.ostelleriedeperouges.com;;
RHONE-ALPES;AIN;PONT-DE-VAUX;Musee Chintreuil;HOtel de Ville 66, Rue Marechal de Lattre de Tassigny;1190;;NON;www.musee-chintreuil.com;;
RHONE-ALPES;AIN;SAINT-CYR-SUR-MENTHON;Musee de la Bresse - Domaine les Planons;Domaine des Planons Hameau de la Mulatiere;1380;;NON;www.musees.ain.fr;11/11,01/12-01/04;
RHONE-ALPES;AIN;SAINT-PAUL-DE-VARAX;Musee Louis Jourdan;Mairie Place Louis Jourdan;1240;;NON;;;
RHONE-ALPES;AIN;SEYSSEL;Musee du Bois;Place de la Republique;1420;;OUI;;;
RHONE-ALPES;AIN;TREFFORT-CUISIAT;Musee Departemental du Revermont;Cuisiat;1370;;NON;www.treffort-cuisiat.com/musee.htm;01/01,01/04,25/12;
RHONE-ALPES;AIN;VILLARS DE LA DOMBE;Musee de la Dombe;Maison de la Dombes;1330;;OUI;;;
RHONE-ALPES;ARDECHE;ANNONAY;Musee Vivarois Cesar Filhol;15, Rue Jean-Baptiste Bechetoille;7100;;NON;www.cc-bassin-annonay.fr/-Le-Musee-Cesar-Filhol-.html;01/01,01/04,25/12;
RHONE-ALPES;ARDECHE;LES VANS;Musee Regional;Centre d'accueil Espace Fernand Aubert;7140;;NON;;11/11,01/12-01/04;
RHONE-ALPES;ARDECHE;ORGNAC-L'AVEN;Musee Regional de Prehistoire;Orgnac Grand Site de France;7150;;OUI;www.orgnac.com;;
RHONE-ALPES;ARDECHE;PRIVAS;Musee de la terre ardechoise;2, Place des Recollets;7000;;OUI;;;
RHONE-ALPES;ARDECHE;SERRIERES;Musee de la Batellerie du RhOne;154, rue Auguste Vincent;7340;;OUI;www.serrieres-ardeche.fr;;
RHONE-ALPES;ARDECHE;SOYONS;Musee et Site Archeologiques;Place de la Deesse Soïo;7130;;NON;www.soyons.fr;;
RHONE-ALPES;ARDECHE;TOURNON-SUR-RHONE;Musee du RhOne;14, Place Auguste Faure;7300;;NON;www.ville-tournon.com/chateau-musee;;
RHONE-ALPES;DROME;DIE;Musee d'Histoire et d'Archeologie;11, Rue Camille-Buffardel;26150;;NON;www.museediois.wix.com/musee;24/12,25/12,11/11;
RHONE-ALPES;DROME;GRIGNAN;Château de Grignan;Le Château;26230;;NON;;01/01,01/04,25/12;
RHONE-ALPES;DROME;MONTELIMAR;Musee du Château des Adhemars;Mairie Place Emile Loubet;26200;;OUI;www.cg26.fr/fr/tourisme/chateaux/montelimar.html;11/11,01/12-01/04;
RHONE-ALPES;DROME;MOURS SAINT-EUSEBE;Musee d'Art Sacre;Le Village;26540;;NON;http://museeartsacre.free.fr;;
RHONE-ALPES;DROME;ROMANS;Musee International de la Chaussure;Portail Roger-Vivier Rue Bistour;26100;;NON;www.ville-romans.com;;
RHONE-ALPES;DROME;SAINT-PAUL-TROIS-CHATEAUX Cedex;Musee d'Archeologie Tricastine;B.P. 44;26131;;NON;www.ville-saintpaultroischateaux.fr/-Musee-d-archeologie-tricastine-.html;;
RHONE-ALPES;DROME;VALENCE Cedex;Musee des Beaux-Arts;Mairie, Place de la Liberte B.P. 2119;26021;;OUI;www.musee-valence.org;;
RHONE-ALPES;DROME;VASSIEUX-EN-VERCORS;Musee du site Prehistorique;La Hâle;26420;;NON;www.prehistoire-vercors.fr;;
RHONE-ALPES;HAUTE-SAVOIE;ANNECY;Musee-château d'Annecy;Place du château;74000;;NON;http://musees.agglo-annecy.fr;01/11-01/04;
RHONE-ALPES;HAUTE-SAVOIE;CHAMONIX;Musee Alpin;89, Avenue Michel Croz;74400;;NON;Site de la ville - www.chamonix.com;;
RHONE-ALPES;HAUTE-SAVOIE;LOVAGNY;Musee Leon Mares;Château de Montrottier 60, Allee du Château;74330;;NON;www.chateaudemontrottier.com ou www.academie-florimontane.fr;24/12,25/12,11/11;
RHONE-ALPES;HAUTE-SAVOIE;RUMILLY;Musee de Rumilly et de l'Albanais;"""Les Tabacs"" 23, Avenue Gantin";74150;;OUI;;;
RHONE-ALPES;HAUTE-SAVOIE;THONES;Musee des Vallees de ThOnes;2, Rue Blanche;74230;;NON;;11/11,01/12-01/04;
RHONE-ALPES;HAUTE-SAVOIE;THONON-LES-BAINS;Musee du Chablais;Château de Sonnaz 2, Rue Michaud;74200;;NON;Site de la ville;;
RHONE-ALPES;ISERE;ALLEMONT;Conservatoire - Musee des Industries Hydroelectriques;Le Verney de Vaujany B.P. 9;38114;;OUI;www.musee-hydrelec.fr;24/12,25/12,11/11;
RHONE-ALPES;ISERE;ALLEVARD-LES-BAINS;Musee Jadis Allevard;Parc des Forges;38580;;NON;www.museedallevard@wordpress.com;01/11-01/04;
RHONE-ALPES;ISERE;ALPE D'HUEZ;Musee d'Huez et de l'Oisans;Route de la Poste;38750;;NON;www.musee.alpedhuez.com;;
RHONE-ALPES;ISERE;AOSTE;Musee Gallo-Romain;B.P. 17;38490;;NON;www.musee-archeologique-aoste.fr;11/11,01/12-01/04;
RHONE-ALPES;ISERE;BOURGOIN-JALLIEU;Musee de Bourgoin-Jallieu;17, Rue Victor Hugo;38300;;NON;www.bourgoinjallieu.fr;;
RHONE-ALPES;ISERE;CHARAVINES;Musee - Parc Archeologique du Lac de Paladru;15, Place de l'Eglise;38850;;NON;www.museelacdepaladru.com;11/11,01/12-01/04;
RHONE-ALPES;ISERE;ECHIROLLES;Musee Geo-Charles;1, Rue Geo-Charles;38130;;NON;www.ville-echirolles.fr/sortir/geocharles/geocharles.html;24/12,25/12;
RHONE-ALPES;ISERE;GRENOBLE;Musee de Grenoble;5 Place de Lavalette;38000;;NON;www.museedegrenoble.fr;24/12,25/12,11/11;
RHONE-ALPES;ISERE;GRENOBLE;Musee Archeologique Grenoble Saint-Laurent;Place Saint-Laurent;38000;;NON;www.musee-archeologique-grenoble.com;01/11-01/04;
RHONE-ALPES;ISERE;GRENOBLE;Musee de la Resistance de la Deportation de l'Isere;14, rue Hebert;38000;;NON;www.resistance-en-isere.fr;11/11,01/12-01/04;
RHONE-ALPES;ISERE;GRENOBLE;Musee Stendhal;1, Rue Hector Berlioz;38000;;OUI;Site du patrimoine de l'Isere - www.patrimoine-en-isere.fr;;
RHONE-ALPES;ISERE;GRENOBLE Cedex 1;Museum d'Histoire Naturelle de Grenoble;1, Rue Dolomieu B.P. 3022;38816;;NON;www.museum-grenoble.fr;;
RHONE-ALPES;ISERE;GRENOBLE Cedex 1;Musee Dauphinois;30, Rue Maurice Gignoux;38031;;NON;www.musee-dauphinois.fr;01/11-01/04;
RHONE-ALPES;ISERE;HIERES SUR AMBY;Maison du Patrimoine de Hieres-sur-Amby;Montee de la Cure;38118;;NON;www.musee.larina-hieres.com ou Site du patrimoine en isere - www.patrimoine-en-isere.fr;24/12,25/12,11/11;
RHONE-ALPES;ISERE;LA MURE;Musee Matheysin;Maison Caral Rue du Colonel Escallon;38350;;NON;www.matheysine.com/musee-mathesin ou www.patrimoine-en-isere.fr;24/12,25/12,11/11;
RHONE-ALPES;ISERE;LA TRONCHE;Musee Hebert;Chemin Hebert;38700;;NON;www.musee-hebert.fr;;
RHONE-ALPES;ISERE;LA-COTE-SAINT-ANDRE Cedex;Musee Hector Berlioz;69, Rue de la Republique B.P. 63;38261;;NON;www.musee-hector-berlioz.com;11/11,01/12-01/04;
RHONE-ALPES;ISERE;SAINT-PIERRE-DE-CHARTREUSE;Musee de la Grande Chartreuse;La Correrie;38380;;NON;www.musee-grande-chartreuse.fr;;
RHONE-ALPES;ISERE;VIENNE;Musee des Beaux-Arts et d'Archeologie;Place de Miremont;38200;;NON;www.musees-vienne.fr - Site du patrimoine de l'Isere;;
RHONE-ALPES;ISERE;VIENNE;Musee-CloItre Saint-Andre-Le-Bas;Cours Saint-Andre-le-Bas;38200;;NON;www.musees-vienne.fr  Site du patrimoine de l'Isere;;
RHONE-ALPES;ISERE;VIENNE;Musee Lapidaire Saint-Pierre;Place Saint-Pierre;38200;;NON;www.musees-vienne.fr  - Site du patrimoine de l'Isere;;
RHONE-ALPES;ISERE;VIZILLE;Musee Departemental de la Revolution Française;Domaine departemental de la Vizille B.P. 1753;38220;;NON;www.musee-revolution-francaise.fr;;
RHONE-ALPES;ISERE;VOIRON Cedex;Musee Lucien Mainssieux;B.P. 268 7, Place Leon Chaloin;38507;;NON;www.ville-voiron.fr;01/01,01/04,25/12;
RHONE-ALPES;LOIRE;AMBIERLE;Musee Alice Taverne;Rue de la Grye;42820;;NON;http://alicetaverne-musee.pagesperso-orange.fr/accueil/accueil.html;;
RHONE-ALPES;LOIRE;CHARLIEU;Musee de la Soierie;9, Boulevard General Leclerc B.P. 14;42190;;NON;http://www.ville-charlieu.fr/avoir/musees/musee-de-la-soierie;;
RHONE-ALPES;LOIRE;CHARLIEU;Musee Hospitalier;9, Boulevard du General Leclerc B.P. 14;42190;;NON;http://www.ville-charlieu.fr/avoir/musees/le-musee-hospitalier;24/12,25/12,11/11;
RHONE-ALPES;LOIRE;CHAZELLES-SUR-LYON;Atelier - Musee du Chapeau;31, Rue Martouret;42140;;NON;www.museeduchapeau.com;24/12,25/12;
RHONE-ALPES;LOIRE;ESTIVAREILLES;Musee d'Histoire du  20eme Siecle - Resistance et Deportation;Rue du Couvent;42380;;NON;;;
RHONE-ALPES;LOIRE;FEURS;Musee d'Archeologie;3, Rue Victor de Laprade;42110;;NON;Site de la ville : www.feurs.org;;
RHONE-ALPES;LOIRE;GREZOLLES;Musee Historial;Mairie Le Bourg;42260;;OUI;;24/12,25/12,11/11;
RHONE-ALPES;LOIRE;MONTBRISON;Musee d'Allard;13, Boulevard de la Prefecture;42600;;NON;Site de la ville;;
RHONE-ALPES;LOIRE;MONTBRISON;Musee de la Diana;7, Rue Florimont-Robertet;42600;;NON;www.ladiana.com;;
RHONE-ALPES;LOIRE;POMMIERS-EN-FOREZ;Musee du Vieux Pommiers;Mairie Le Bourg;42260;;OUI;;24/12,25/12;
RHONE-ALPES;LOIRE;RIORGES;Musee de la Maille;RUE DE SAINT-ANDRE;42300;;OUI;L'Ecomusee du Roannais a recupere les collections du musee;24/12,25/12,11/11;
RHONE-ALPES;LOIRE;ROANNE;Musee des Beaux-Arts et d'Archeologie J. Dechelette;22, Rue Anatole France;42300;;NON;Site de la mairie;24/12,25/12;
RHONE-ALPES;LOIRE;ROANNE;Ecomusee du Roannais;Passage General Giraud;42300;;OUI;;24/12,25/12,11/11;
RHONE-ALPES;LOIRE;SAINT-ETIENNE;Musee d'Art Moderne de St-Etienne Metropole;La Terrasse;42000;;NON;www.mam-st-etienne.fr/;;
RHONE-ALPES;LOIRE;SAINT-ETIENNE;Musee de la Mine / Site Couriot;3, Boulevard Franchet d'Esperey;42000;;NON;www.musee-mine.saint-etienne.fr OU site de la ville : www.saint-etienne.fr;01/01,01/04,25/12;
RHONE-ALPES;LOIRE;SAINT-ETIENNE;Musee Folklorique du Vieux Saint-Etienne;Chomat de Villeneuve 13 bis, Rue Gambetta;42000;;NON;www.vieux-saint-etienne.com;01/11-01/04;
RHONE-ALPES;LOIRE;SAINT-ETIENNE Cedex 1;Musee d'Art et d'Industrie;2, Place Louis Comte;42026;;NON;"www.musee-art-industrie.saint-etienne.fr ou www.saint-etienne.fr rubrique ""vivre la culture""";;
RHONE-ALPES;LOIRE;SAINT-ETIENNE-LE-MOLARD;Château de la Bastie d'Urfe;;42130;;NON;Site du conseil general;;
RHONE-ALPES;LOIRE;SAINT-GERMAIN-LAVAL;Musee Municipal;Place de l'hOtel de Ville;42260;;NON;;;
RHONE-ALPES;LOIRE;SAINT-JUST-SAINT-RAMBERT;Musee des Civilisations;Place Madeleine Rousseau;42170;;NON;;;
RHONE-ALPES;LOIRE;USSON EN FOREZ;Musee Rural;Quartier Saint-Joseph;42550;;NON;www.ecomusee-usson-en-forez.fr;;
RHONE-ALPES;RHONE;AMPLEPUIS;Musee Barthelemy-Thimonnier;Place de l'HOtel de Ville;69550;;NON;www.graha-museethimonnier.org site de la ville;24/12,25/12;
RHONE-ALPES;RHONE;BEAUJEU;Musee Folklorique et Traditions Populaires Marius Audin;Place de l'HOtel de Ville;69430;;NON;www.beaujeu.com/musee.html ou http://www.culture-beaujolais.fr/?Musee-des-Arts-et-des-Traditions;;
RHONE-ALPES;RHONE;LYON;Musee d'Art Contemporain de Lyon;Cite Internationale 81, Quai Charles de Gaulle;69006;;NON;www.moca-lyon.org;24/12,25/12;
RHONE-ALPES;RHONE;LYON;Musee de l'Imprimerie;13, Rue de la Poulaillerie;69002;;NON;www.imprimerie.lyon.fr;24/12,25/12,11/11;
RHONE-ALPES;RHONE;LYON;Musee des Arts Decoratifs;34, Rue de la Charite;69002;;NON;www.musee-des-tissus.com;;
RHONE-ALPES;RHONE;LYON;Musee des Hospices Civils de Lyon;HOtel Dieu 1, Place de l'HOpital;69002;;OUI;www.chu-lyon.fr/internet/chu/musee/presentation_musee.htm;24/12,25/12;
RHONE-ALPES;RHONE;LYON;Musee Historique des Tissus;34, Rue de la Charite;69002;;NON;www.musee-des-tissus.com;24/12,25/12,11/11;
RHONE-ALPES;RHONE;LYON;Musee des Beaux-Arts;20, Place des Terreaux;69001;;NON;www.mba-lyon.fr;;
RHONE-ALPES;RHONE;LYON;Musee de la Civilisation Gallo-Romaine;17, Rue Cleberg;69005;;NON;www.musees-gallo-romains.com;;
RHONE-ALPES;RHONE;LYON;Museum - Musee des Confluences;10, Rue Boileau;69006;;OUI;www.museedesconfluences.fr;;
RHONE-ALPES;RHONE;LYON;Musee des Sapeurs-Pompiers de Lyon;CASC Musee 17, Rue Rabelais;69003;;NON;www.museepompiers.com/;;
RHONE-ALPES;RHONE;LYON;Centre d'Histoire de la Resistance et de la Deportation;14, Avenue Berthelot;69007;;NON;www.chrd.lyon.fr;;
RHONE-ALPES;RHONE;LYON;Musee des Confluences;10, Rue Boileau;69006;;OUI;www.museedesconfluences.fr;;
RHONE-ALPES;RHONE;LYON;Musees Gadagne;1, Place du Petit College;69005;;NON;www.gadagne.musees.lyon.fr;01/11-01/04;
RHONE-ALPES;RHONE;ROCHETAILLEE-SUR-SAONE;Musee Henri Malartre;Automobiles - Cycles - Motos B.P. n° 7;69270;;NON;www.musee-malartre.com;24/12,25/12,11/11;
RHONE-ALPES;RHONE;SAINT-ROMAIN-EN-GAL;Musee Archeologique;Route Departementale 502 2, Chemin de la Plaine;69560;;NON;www.musees-gallo-romains.com ou www.rhone.fr;;
RHONE-ALPES;RHONE;THIZY;Ecomusee du Haut Beaujolais;La Manufacture-Marnand;69240;;OUI;http://www.haut-beaujolais.org;;
RHONE-ALPES;RHONE;VILLEFRANCHE-SUR-SAONE;Musee Paul Dini;2, Place Faubert;69400;;NON;www.musee-paul-dini.com;;
RHONE-ALPES;SAVOIE;AIME-EN-TARENTAISE Cedex;Musee archeologique et mineralogique Pierre Borrione;Maison du Tourisme Vallee 1139 Avenue de Tarentaise - B.P. 55;73212;;NON;www.aimesavoie.com (site de l'OT);24/12,25/12,11/11;
RHONE-ALPES;SAVOIE;AIX-LES-BAINS;Musee Lapidaire;Place Maurice Mollard;73100;;OUI;;11/11,01/12-01/04;
RHONE-ALPES;SAVOIE;AIX-LES-BAINS;Musee du docteur Faure;"Villa ""Les Chimeres"" 10, Boulevard des COtes";73100;;NON;Site de la ville - www.aixlesbains.fr;24/12,25/12,11/11;
RHONE-ALPES;SAVOIE;ALBERTVILLE;Musee Municipal d'Albertville-Conflans;Maison Rouge Grande Place de Conflans;73200;;NON;www.albertville.com;;
RHONE-ALPES;SAVOIE;BOURG-SAINT-MAURICE;Musee du Costume;Hauteville-Gondon;73700;;OUI;;24/12,25/12;
